trip_id,route_id,service_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
6961010,53,4,INBOUND-WATERFRONT,,1,192497101,shp-53-07,1,1
8863070,83,2,INBOUND-DOWNTOWN,,1,192482307,shp-83-01,1,1
125010,P1,4,OUTBOUND-SWISSVALE,,0,192681801,shp-P1-08,1,1
12160020,89,1,INBOUND-EAST LIBERTY,,1,192654402,shp-89-06,1,1
9721070,71D,2,OUTBOUND-WILKINSBURG STATION,,0,192658807,shp-71D-54,1,1
8043020,67,1,INBOUND-DOWNTOWN VIA OAKLAND-SQ HILL,,1,192628202,shp-67-04,1,1
2805070,93,2,INBOUND-GLEN HAZEL VIA GREENFIELD,,1,192482607,shp-93-11,1,1
1247080,71D,3,OUTBOUND-WILKINSBURG STATION,,0,192916808,shp-71D-54,1,1
13961010,43,4,INBOUND-DOWNTOWN,,1,192743101,shp-43-07,1,1
13906080,61A,3,OUTBOUND-BRADDOCK HILLS SHOPPING CENTER,,0,192791108,shp-61A-52,1,1
2135020,71B,1,OUTBOUND-HIGHLAND PARK,,0,192630902,shp-71B-51,1,1
12551010,51,4,OUTBOUND-WEST MIFFLIN,,0,192484701,shp-51-68,1,1
9020,Y47,1,OUTBOUND-CENTURY SQUARE,,0,192437902,shp-Y47-53,1,1
8497080,79,3,OUTBOUND-WILKINSBURG STATION,,0,192915108,shp-79-64,1,1
5227070,88,2,OUTBOUND-BAKERY SQUARE,,0,192677507,shp-88-10,1,1
11242070,43,2,INBOUND-DOWNTOWN,,1,192740207,shp-43-07,1,1
9719010,16,4,INBOUND-DOWNTOWN,,1,193273701,shp-16-13,1,1
6766020,64,1,INBOUND-LAWRENCEVILLE VIA SQ HILL-SHADYSIDE-BLOOMFIELD,,1,192452502,shp-64-01,1,1
11422070,61A,2,OUTBOUND-BRADDOCK HILLS SHOPPING CENTER,,0,192482807,shp-61A-52,1,1
4216020,61A,1,OUTBOUND-BRADDOCK HILLS SHOPPING CENTER,,0,192446202,shp-61A-52,1,1
657020,67,1,INBOUND-DOWNTOWN VIA OAKLAND-SQ HILL,,1,192630302,shp-67-04,1,1
1959020,P3,1,OUTBOUND-SWISSVALE,,0,192619102,shp-P3-51,1,1
4705020,75,1,OUTBOUND-WATERWORKS,,0,192650602,shp-75-25,1,1
2865010,28X,4,INBOUND-DOWNTOWN,,1,192688801,shp-28X-01,1,1
7826020,26,1,INBOUND-DOWNTOWN,,1,192704202,shp-26-01,1,1
7127080,43,3,INBOUND-DOWNTOWN,,1,192889308,shp-43-07,1,1
6295020,28X,1,OUTBOUND-PITTSBURGH INTERNATIONAL AIRPORT,,0,192639202,shp-28X-51,1,1
6817080,6,3,INBOUND-DOWNTOWN,,1,193287308,shp-6-06,1,1
11453070,82,2,INBOUND-DOWNTOWN,,1,192672907,shp-82-11,1,1
5247080,86,3,OUTBOUND-WILKINSBURG,,0,192910708,shp-86-56,1,1
13742080,6,3,OUTBOUND-NORTHVIEW HEIGHTS,,0,193287908,shp-6-09,1,1
1203010,27,4,INBOUND-DOWNTOWN,,1,192746201,shp-27-01,1,1
10707020,71C,1,OUTBOUND-WILKINSBURG STATION,,0,192646702,shp-71C-93,1,1
6585010,13,4,INBOUND-DOWNTOWN,,1,193269701,shp-13-15,1,1
4346020,79,1,INBOUND-LINCOLN LOOP,,1,192652502,shp-79-18,1,1
547010,G2,4,INBOUND-DOWNTOWN,,1,192748701,shp-G2-04,1,1
2885070,89,2,INBOUND-EAST LIBERTY,,1,192678107,shp-89-06,1,1
6331020,64,1,OUTBOUND-WATERFRONT,,0,192452102,shp-64-51,1,1
1516020,81,1,INBOUND-DOWNTOWN VIA HILL DISTRICT,,1,192453002,shp-81-01,1,1
2968080,48,3,INBOUND-DOWNTOWN,,1,192889708,shp-48-07,1,1
1628010,59,4,OUTBOUND-NORTH VERSAILLES,,0,192485901,shp-59-51,1,1
3253080,15,3,INBOUND-DOWNTOWN,,1,193287608,shp-15-01,1,1
4332020,91,1,INBOUND-DOWNTOWN VIA STRIP DISTRICT,,1,193137602,shp-91-23,1,1
12063080,16,3,INBOUND-DOWNTOWN,,1,193288908,shp-16-13,1,1
10898020,87,1,OUTBOUND-LAWRENCEVILLE SHOPPING CENTER,,0,192623802,shp-87-67,1,1
10339020,11,1,OUTBOUND-DOWNTOWN,,0,193162502,shp-11-01,1,1
7121020,71D,1,OUTBOUND-WILKINSBURG STATION,,0,192610602,shp-71D-54,1,1
4241080,61B,3,OUTBOUND-BRADDOCK-SWISSVALE,,0,192792608,shp-61B-52,1,1
11647020,65,1,OUTBOUND-SQUIRREL HILL,,0,192617602,shp-65-58,1,1
4575020,39,1,OUTBOUND-BROOKLINE,,0,192705002,shp-39-55,1,1
4849020,53L,1,INBOUND-DOWNTOWN,,1,192435302,shp-53L-02,1,1
10091080,61A,3,INBOUND-DOWNTOWN,,1,192787708,shp-61A-02,1,1
12280020,93,1,OUTBOUND-LAWRENCEVILLE SHOPPING CENTER,,0,192417602,shp-93-56,1,1
4866070,59,2,OUTBOUND-NORTH VERSAILLES,,0,192463107,shp-59-51,1,1
12425080,54,3,INBOUND-ALLEGHENY CENTER VIA PENN AVE,,1,193283008,shp-54-03,1,1
8228080,1,3,INBOUND-DOWNTOWN,,1,193279508,shp-1-10,1,1
11374070,8,2,OUTBOUND-WEST VIEW,,0,193295307,shp-8-62,1,1
5189020,88,1,OUTBOUND-BAKERY SQUARE,,0,192644602,shp-88-10,1,1
2838020,71,1,OUTBOUND-SWISSVALE STATION,,0,192620902,shp-71-07,1,1
390070,71B,2,INBOUND-DOWNTOWN,,1,192658607,shp-71B-02,1,1
1672010,40,4,OUTBOUND-MOUNT WASHINGTON,,0,193277201,shp-40-55,1,1
49020,15,1,OUTBOUND-NORTH VIEW HEIGHTS - SUMMER HILL,,0,193153902,shp-15-51,1,1
3943010,67,4,OUTBOUND-FORBES HOSPITAL VIA MONROEVILLE MALL,,0,192684101,shp-67-54,1,1
11053070,81,2,INBOUND-DOWNTOWN VIA HILL DISTRICT,,1,192466207,shp-81-01,1,1
3792020,Y46,1,OUTBOUND-ELIZABETH ,,0,192454802,shp-Y46-54,1,1
6575020,88,1,INBOUND-DOWNTOWN,,1,192641702,shp-88-09,1,1
3177080,64,3,OUTBOUND-WATERFRONT,,0,192775508,shp-64-51,1,1
12771070,74,2,INBOUND-EAST LIBERTY,,1,192674207,shp-74-02,1,1
6003010,15,4,INBOUND-DOWNTOWN,,1,193271601,shp-15-01,1,1
5174020,P10,1,INBOUND-DOWNTOWN VIA EAST BUSWAY,,1,192619702,shp-P10-13,1,1
1404080,8,3,INBOUND-DOWNTOWN,,1,193287708,shp-8-08,1,1
3561020,61D,1,INBOUND-OAKLAND,,1,192430302,shp-61D-01,1,1
10596010,79,4,OUTBOUND-WILKINSBURG STATION,,0,192692001,shp-79-64,1,1
9079070,P1,2,INBOUND-DOWNTOWN,,1,192656407,shp-P1-09,1,1
7222070,91,2,INBOUND-DOWNTOWN VIA STRIP DISTRICT,,1,193306507,shp-91-23,1,1
10275020,4,1,OUTBOUND-TROY HILL,,0,193158402,shp-4-51,1,1
4542080,41,3,INBOUND-DOWNTOWN,,1,192879708,shp-41-01,1,1
13932070,61A,2,INBOUND-DOWNTOWN,,1,192472107,shp-61A-01,1,1
12134010,1,4,OUTBOUND-TARENTUM,,0,193263501,shp-1-63,1,1
9411070,G2,2,OUTBOUND-CARNEGIE,,0,192741507,shp-G2-53,1,1
10977010,17,4,INBOUND-Downtown,,1,193273301,shp-17-09,1,1
11950080,91,3,INBOUND-DOWNTOWN VIA STRIP DISTRICT,,1,193294108,shp-91-23,1,1
11327080,86,3,INBOUND-DOWNTOWN,,1,192910708,shp-86-08,1,1
9823080,81,3,OUTBOUND-WHARTON SQUARE VIA OAKLAND,,0,192780908,shp-81-51,1,1
2391020,16,1,OUTBOUND-AVALON LOOP,,0,193133102,shp-16-56,1,1
4436020,2,1,INBOUND-DOWNTOWN VIA MILLVALE,,1,193157002,shp-2-01,1,1
5537020,54,1,INBOUND-ALLEGHENY CENTER VIA POLISH HILL,,1,193169002,shp-54-02,1,1
3617020,P1,1,INBOUND-DOWNTOWN,,1,192611202,shp-P1-09,1,1
427080,51,3,OUTBOUND-BRENTWOOD LOOP ,,0,192774608,shp-51-70,1,1
1605020,O1,1,INBOUND-DOWNTOWN,,1,193132502,shp-O1-02,1,1
6386080,82,3,INBOUND-DOWNTOWN,,1,192922608,shp-82-11,1,1
1590020,38,1,OUTBOUND-MT LEBANON,,0,192723102,shp-38-51,1,1
3165080,17,3,INBOUND-Downtown,,1,193292808,shp-17-09,1,1
7105080,61A,3,INBOUND-DOWNTOWN,,1,192788708,shp-61A-01,1,1
3130020,61A,1,OUTBOUND-NORTH BRADDOCK VIA OAKLAND-SQ HILL,,0,192450302,shp-61A-51,1,1
6284070,12,2,OUTBOUND-DOWNTOWN,,0,193304807,shp-12-52,1,1
4167010,41,4,OUTBOUND-BRIDGEVILLE,,0,192750201,shp-41-51,1,1
8387020,91,1,INBOUND-DOWNTOWN VIA STRIP DISTRICT,,1,193170602,shp-91-22,1,1
9826020,P1,1,OUTBOUND-SWISSVALE,,0,192616002,shp-P1-08,1,1
5167070,87,2,OUTBOUND-LAWRENCEVILLE SHOPPING CENTER,,0,192675007,shp-87-51,1,1
7848070,12,2,OUTBOUND-DOWNTOWN,,0,193294807,shp-12-52,1,1
5224080,55,3,INBOUND-NORTH VERSAILLES,,1,192782408,shp-55-01,1,1
14125070,48,2,INBOUND-DOWNTOWN,,1,192729407,shp-48-07,1,1
2825070,16,2,INBOUND-DOWNTOWN,,1,193297207,shp-16-13,1,1
5590010,86,4,OUTBOUND-WILKINSBURG,,0,192687801,shp-86-56,1,1
10499080,61D,3,OUTBOUND-WATERFRONT VIA SQUIRREL HILL,,0,192786908,shp-61D-51,1,1
8719070,55,2,OUTBOUND-WEST MIFFLIN,,0,192466907,shp-55-55,1,1
6124020,79,1,OUTBOUND-WILKINSBURG STATION,,0,192618402,shp-79-63,1,1
2344070,28X,2,INBOUND-DOWNTOWN,,1,192664107,shp-28X-01,1,1
13303070,61A,2,OUTBOUND-NORTH BRADDOCK VIA OAKLAND-SQ HILL,,0,192475707,shp-61A-51,1,1
829070,61B,2,OUTBOUND-BRADDOCK HILLS SHOPPING CENTER,,0,192475907,shp-61B-51,1,1
13059010,G2,4,INBOUND-DOWNTOWN,,1,192751701,shp-G2-04,1,1
10946080,13,3,INBOUND-DOWNTOWN,,1,193291808,shp-13-15,1,1
11000080,56,3,OUTBOUND-PENN STATE MCKEESPORT,,0,192776508,shp-56-01,1,1
7418010,77,4,INBOUND-DOWNTOWN,,1,192696001,shp-77-29,1,1
5245020,44,1,INBOUND-DOWNTOWN,,1,192724902,shp-44-11,1,1
10934020,61D,1,INBOUND-OAKLAND,,1,192422302,shp-61D-01,1,1
4728020,13,1,INBOUND-DOWNTOWN,,1,193128302,shp-13-15,1,1
9644080,67,3,OUTBOUND-FORBES HOSPITAL VIA MONROEVILLE MALL,,0,192925308,shp-67-54,1,1
11107070,53,2,OUTBOUND-WEST MIFFLIN,,0,192469607,shp-53-55,1,1
2147020,P76,1,INBOUND-OLYMPIA PARK-AND-RIDE,,1,192418502,shp-P76-05,1,1
8119070,15,2,OUTBOUND-NORTH VIEW HEIGHTS - SUMMER HILL,,0,193299107,shp-15-51,1,1
8150010,21,4,INBOUND-DOWNTOWN,,1,192746101,shp-21-14,1,1
2997070,64,2,INBOUND-LAWRENCEVILLE VIA SQ HILL-SHADYSIDE-BLOOMFIELD,,1,192481807,shp-64-01,1,1
10153080,61D,3,INBOUND-OAKLAND,,1,192790508,shp-61D-01,1,1
8018020,28X,1,OUTBOUND-PITTSBURGH INTERNATIONAL AIRPORT,,0,192640402,shp-28X-51,1,1
11449070,41,2,INBOUND-DOWNTOWN,,1,192739207,shp-41-01,1,1
10013010,44,4,INBOUND-DOWNTOWN,,1,192751501,shp-44-10,1,1
9024020,64,1,INBOUND-LAWRENCEVILLE VIA SQ HILL-SHADYSIDE-BLOOMFIELD,,1,192452202,shp-64-01,1,1
3685010,71B,4,INBOUND-DOWNTOWN,,1,192691201,shp-71B-02,1,1
11679020,4,1,OUTBOUND-TROY HILL,,0,193158302,shp-4-51,1,1
5031020,75,1,INBOUND-SOUTH SIDE WORKS VIA OAKLAND,,1,192651502,shp-75-02,1,1
10287070,16,2,OUTBOUND-AVALON LOOP,,0,193312307,shp-16-56,1,1
4686020,26,1,OUTBOUND-CRAFTON-INGRAM SHOPPING CENTER,,0,192719002,shp-26-51,1,1
3660010,31,4,INBOUND-DOWNTOWN,,1,192747801,shp-31-01,1,1
4276020,71C,1,OUTBOUND-WILKINSBURG STATION,,0,192647302,shp-71C-93,1,1
11580020,40,1,OUTBOUND-MOUNT WASHINGTON,,0,193139802,shp-40-55,1,1
7493020,41,1,INBOUND-DOWNTOWN,,1,192709602,shp-41-01,1,1
13672080,28X,3,INBOUND-DOWNTOWN,,1,192908608,shp-28X-01,1,1
6166010,8,4,OUTBOUND-WEST VIEW,,0,193272201,shp-8-62,1,1
10789010,61B,4,OUTBOUND-BRADDOCK HILLS SHOPPING CENTER,,0,192500701,shp-61B-51,1,1
4561010,75,4,OUTBOUND-ELLSWORTH,,0,192693201,shp-75-51,1,1
568070,28X,2,INBOUND-DOWNTOWN,,1,192662007,shp-28X-01,1,1
804070,61D,2,OUTBOUND-WATERFRONT VIA SQUIRREL HILL,,0,192471807,shp-61D-51,1,1
5185020,71B,1,OUTBOUND-HIGHLAND PARK,,0,192643002,shp-71B-51,1,1
2107080,54,3,OUTBOUND-BON AIR VIA POLISH HILL,,0,193292208,shp-54-52,1,1
8910020,P3,1,INBOUND-OAKLAND,,1,192612602,shp-P3-08,1,1
5214070,69,2,INBOUND-WILKINSBURG,,1,192668107,shp-69-25,1,1
7276020,61A,1,OUTBOUND-BRADDOCK HILLS SHOPPING CENTER,,0,192425602,shp-61A-52,1,1
6317080,57,3,INBOUND-DOWNTOWN,,1,192777308,shp-57-01,1,1
4864020,91,1,INBOUND-DOWNTOWN VIA STRIP DISTRICT,,1,193130802,shp-91-22,1,1
3179080,36,3,INBOUND-DOWNTOWN,,1,192881608,shp-36-01,1,1
4818020,P68,1,OUTBOUND-FORBES HOSPITAL,,0,192611902,shp-P68-20,1,1
2637020,61D,1,INBOUND-OAKLAND,,1,192429902,shp-61D-01,1,1
8294070,86,2,OUTBOUND-WILKINSBURG,,0,192672207,shp-86-56,1,1
10082020,1,1,OUTBOUND-TARENTUM,,0,193154702,shp-1-63,1,1
7002070,P1,2,INBOUND-DOWNTOWN,,1,192656607,shp-P1-09,1,1
3915020,P12,1,OUTBOUND-HOLIDAY PARK,,0,192633602,shp-P12-64,1,1
3937070,15,2,OUTBOUND-NORTH VIEW HEIGHTS - SUMMER HILL,,0,193299207,shp-15-51,1,1
11735020,P16,1,INBOUND-DOWNTOWN VIA EAST BUSWAY,,1,192621302,shp-P16-35,1,1
4812070,82,2,INBOUND-DOWNTOWN,,1,192661607,shp-82-11,1,1
2270010,51,4,OUTBOUND-WEST MIFFLIN,,0,192492901,shp-51-68,1,1
9474010,27,4,OUTBOUND-CRAFTON-INGRAM SHOPPING CENTER,,0,192743601,shp-27-51,1,1
1589020,64,1,INBOUND-LAWRENCEVILLE VIA SQ HILL-SHADYSIDE-BLOOMFIELD,,1,192417502,shp-64-01,1,1
11665020,71C,1,OUTBOUND-WILKINSBURG STATION,,0,192616702,shp-71C-93,1,1
6173070,44,2,OUTBOUND-ST CLAIR,,0,192740707,shp-44-16,1,1
3497020,20,1,OUTBOUND-KENNEDY CENTER VIA HERBST ROAD,,0,192722202,shp-20-51,1,1
12314080,43,3,INBOUND-DOWNTOWN,,1,192888808,shp-43-07,1,1
4075020,51,1,OUTBOUND-BRENTWOOD LOOP ,,0,192432502,shp-51-70,1,1
1982070,64,2,INBOUND-LAWRENCEVILLE VIA SQ HILL-SHADYSIDE-BLOOMFIELD,,1,192481407,shp-64-01,1,1
11171080,43,3,INBOUND-DOWNTOWN,,1,192889108,shp-43-07,1,1
6511010,57,4,INBOUND-DOWNTOWN,,1,192496301,shp-57-01,1,1
8133020,P1,1,INBOUND-DOWNTOWN,,1,192611502,shp-P1-09,1,1
1665010,51,4,OUTBOUND-WEST MIFFLIN,,0,192494001,shp-51-68,1,1
8687080,71A,3,OUTBOUND-HIGHLAND PARK,,0,192913808,shp-71A-53,1,1
4956070,P1,2,INBOUND-DOWNTOWN,,1,192656407,shp-P1-09,1,1
9514010,44,4,INBOUND-DOWNTOWN,,1,192748401,shp-44-10,1,1
1498080,31,3,INBOUND-DOWNTOWN,,1,192882608,shp-31-01,1,1
8584070,P68,2,OUTBOUND-FORBES HOSPITAL,,0,192656707,shp-P68-20,1,1
12228070,61D,2,INBOUND-OAKLAND,,1,192457607,shp-61D-01,1,1
1177070,13,2,INBOUND-DOWNTOWN,,1,193309807,shp-13-15,1,1
4461020,P68,1,OUTBOUND-FORBES HOSPITAL,,0,192611002,shp-P68-20,1,1
4181020,41,1,INBOUND-DOWNTOWN,,1,192724502,shp-41-01,1,1
760070,61C,2,OUTBOUND-HOMESTEAD VIA OAKLAND,,0,192479607,shp-61C-51,1,1
5179010,27,4,OUTBOUND-CRAFTON-INGRAM SHOPPING CENTER,,0,192748901,shp-27-51,1,1
12177020,21,1,INBOUND-DOWNTOWN,,1,192706402,shp-21-14,1,1
809070,71D,2,OUTBOUND-WILKINSBURG STATION,,0,192674007,shp-71D-54,1,1
9749020,87,1,OUTBOUND-LAWRENCEVILLE SHOPPING CENTER,,0,192654902,shp-87-67,1,1
10640010,14,4,INBOUND-ALLEGHENY STATION,,1,193265201,shp-14-07,1,1
12829010,79,4,OUTBOUND-WILKINSBURG STATION,,0,192681101,shp-79-64,1,1
4206080,27,3,INBOUND-DOWNTOWN,,1,192887008,shp-27-01,1,1
13749070,44,2,OUTBOUND-ST CLAIR,,0,192740707,shp-44-16,1,1
4168080,22,3,OUTBOUND-KENNEDY CENTER,,0,192884708,shp-22-54,1,1
11792070,40,2,OUTBOUND-MOUNT WASHINGTON,,0,193299807,shp-40-55,1,1
6350080,P1,3,INBOUND-DOWNTOWN,,1,192923608,shp-P1-09,1,1
424010,54,4,OUTBOUND-BON AIR VIA POLISH HILL,,0,193274101,shp-54-52,1,1
10939020,16,1,OUTBOUND-AVALON LOOP,,0,193165702,shp-16-56,1,1
11998070,71C,2,INBOUND-OAKLAND,,1,192671107,shp-71C-08,1,1
10150010,24,4,INBOUND-DOWNTOWN,,1,192747501,shp-24-01,1,1
12570020,79,1,OUTBOUND-WILKINSBURG STATION,,0,192652502,shp-79-64,1,1
1606020,51,1,INBOUND-DOWNTOWN,,1,192425802,shp-51-02,1,1
4944020,61D,1,OUTBOUND-WATERFRONT VIA SQUIRREL HILL,,0,192434902,shp-61D-51,1,1
9766070,61D,2,OUTBOUND-WATERFRONT VIA SQUIRREL HILL,,0,192471807,shp-61D-51,1,1
11892010,61C,4,INBOUND-PITTSBURGH VIA OAKLAND,,1,192489501,shp-61C-01,1,1
8227010,81,4,OUTBOUND-WHARTON SQUARE VIA OAKLAND,,0,192496201,shp-81-51,1,1
12497020,48,1,OUTBOUND-SOUTH HILLS JUNCTION,,0,192715902,shp-48-56,1,1
13184010,48,4,INBOUND-DOWNTOWN,,1,192742001,shp-48-07,1,1
1300070,12,2,OUTBOUND-DOWNTOWN,,0,193312707,shp-12-52,1,1
5639070,89,2,OUTBOUND-PENN AND ATLANTIC,,0,192675807,shp-89-51,1,1
1402020,12,1,INBOUND-DOWNTOWN,,1,193173502,shp-12-01,1,1
13587010,67,4,INBOUND-DOWNTOWN,,1,192684801,shp-67-03,1,1
9115020,16,1,OUTBOUND-AVALON LOOP,,0,193169702,shp-16-56,1,1
3637020,16,1,OUTBOUND-AVALON LOOP,,0,193133302,shp-16-56,1,1
10343020,64,1,INBOUND-LAWRENCEVILLE VIA SQ HILL-SHADYSIDE-BLOOMFIELD,,1,192417402,shp-64-01,1,1
9737010,12,4,OUTBOUND-DOWNTOWN,,0,193272801,shp-12-52,1,1
8313020,61D,1,OUTBOUND-WATERFRONT VIA SQUIRREL HILL,,0,192429802,shp-61D-51,1,1
8563080,91,3,INBOUND-DOWNTOWN VIA STRIP DISTRICT,,1,193292908,shp-91-23,1,1
7354010,71A,4,INBOUND-OAKLAND,,1,192688701,shp-71A-07,1,1
5838020,57,1,OUTBOUND-WATERFRONT,,0,192440102,shp-57-51,1,1
4259020,71D,1,INBOUND-OAKLAND,,1,192647702,shp-71D-07,1,1
2504070,71B,2,OUTBOUND-HIGHLAND PARK,,0,192667407,shp-71B-51,1,1
11510070,14,2,OUTBOUND-AMBRIDGE,,0,193309507,shp-14-01,1,1
4062010,61A,4,OUTBOUND-BRADDOCK HILLS SHOPPING CENTER,,0,192494301,shp-61A-52,1,1
12690070,82,2,OUTBOUND-LINCOLN,,0,192667807,shp-82-59,1,1
10966080,17,3,OUTBOUND-SHADELAND,,0,193286208,shp-17-10,1,1
10009080,53,3,OUTBOUND-WEST MIFFLIN,,0,192786208,shp-53-55,1,1
6910020,61D,1,OUTBOUND-WATERFRONT VIA SQUIRREL HILL,,0,192446402,shp-61D-51,1,1
10365070,51,2,OUTBOUND-WEST MIFFLIN,,0,192466807,shp-51-68,1,1
7534020,71B,1,INBOUND-DOWNTOWN,,1,192644702,shp-71B-02,1,1
9839020,79,1,OUTBOUND-WILKINSBURG STATION,,0,192648802,shp-79-64,1,1
458020,P7,1,INBOUND-DOWNTOWN VIA RANKIN-EDGEWOOD,,1,192420502,shp-P7-11,1,1
10479020,64,1,OUTBOUND-WATERFRONT,,0,192417202,shp-64-51,1,1
7397010,75,4,INBOUND-SOUTH SIDE WORKS VIA OAKLAND,,1,192693201,shp-75-02,1,1
7747020,1,1,INBOUND-DOWNTOWN,,1,193156902,shp-1-10,1,1
12685020,61A,1,INBOUND-DOWNTOWN,,1,192453102,shp-61A-01,1,1
12772070,83,2,OUTBOUND-WHARTON SQ VIA OAKLAND,,0,192480707,shp-83-51,1,1
10724020,17,1,INBOUND-Downtown,,1,193170802,shp-17-09,1,1
800020,39,1,OUTBOUND-BROOKLINE,,0,192717202,shp-39-55,1,1
7977070,Y49,2,OUTBOUND-CCAC SOUTH,,0,192462907,shp-Y49-51,1,1
2716080,38,3,INBOUND-DOWNTOWN,,1,192882408,shp-38-02,1,1
2976080,64,3,OUTBOUND-WATERFRONT,,0,192773708,shp-64-51,1,1
10122020,83,1,OUTBOUND-WHARTON SQ VIA OAKLAND,,0,192447902,shp-83-51,1,1
2300020,12,1,OUTBOUND-DOWNTOWN,,0,193134602,shp-12-52,1,1
2168020,51,1,OUTBOUND-WEST MIFFLIN,,0,192432702,shp-51-68,1,1
6564020,64,1,OUTBOUND-WATERFRONT,,0,192451902,shp-64-51,1,1
1436080,G2,3,OUTBOUND-CARNEGIE,,0,192888608,shp-G2-53,1,1
13644020,91,1,INBOUND-DOWNTOWN VIA STRIP DISTRICT,,1,193173002,shp-91-22,1,1
3916020,31,1,OUTBOUND-BRIDGEVILLE,,0,192721102,shp-31-51,1,1
11915020,16,1,INBOUND-DOWNTOWN,,1,193168502,shp-16-13,1,1
10258020,71B,1,OUTBOUND-HIGHLAND PARK,,0,192628902,shp-71B-51,1,1
11226010,41,4,OUTBOUND-BRIDGEVILLE,,0,192750101,shp-41-51,1,1
2104020,P1,1,INBOUND-DOWNTOWN,,1,192614302,shp-P1-09,1,1
12559020,61B,1,OUTBOUND-BRADDOCK HILLS SHOPPING CENTER,,0,192447702,shp-61B-51,1,1
7842070,86,2,OUTBOUND-WILKINSBURG,,0,192676907,shp-86-56,1,1
10743080,6,3,OUTBOUND-NORTHVIEW HEIGHTS,,0,193284508,shp-6-09,1,1
6767020,36,1,INBOUND-DOWNTOWN,,1,192707202,shp-36-01,1,1
358020,91,1,OUTBOUND-RIDC PARK VIA WATERWORKS,,0,193174202,shp-91-66,1,1
6755070,61B,2,INBOUND-DOWNTOWN,,1,192476207,shp-61B-02,1,1
1193080,41,3,OUTBOUND-BRIDGEVILLE,,0,192879708,shp-41-51,1,1
9167010,P1,4,OUTBOUND-SWISSVALE,,0,192681801,shp-P1-08,1,1
12376010,38,4,INBOUND-DOWNTOWN,,1,192744201,shp-38-01,1,1
6983020,29,1,OUTBOUND-PITTSBURGH TECHNICAL COLLEGE,,0,192715302,shp-29-01,1,1
11111070,71A,2,INBOUND-OAKLAND,,1,192673107,shp-71A-07,1,1
3841020,Y49,1,OUTBOUND-CCAC SOUTH,,0,192455402,shp-Y49-51,1,1
13215080,83,3,INBOUND-DOWNTOWN,,1,192785608,shp-83-01,1,1
3648020,4,1,INBOUND-DOWNTOWN,,1,193139302,shp-4-01,1,1
4573020,Y47,1,INBOUND-DOWNTOWN,,1,192437902,shp-Y47-07,1,1
5916080,Y46,3,INBOUND-DOWNTOWN,,1,192786408,shp-Y46-11,1,1
13904020,29,1,OUTBOUND-PITTSBURGH TECHNICAL COLLEGE,,0,192712502,shp-29-01,1,1
1689010,71D,4,OUTBOUND-WILKINSBURG STATION,,0,192683301,shp-71D-54,1,1
10894080,8,3,OUTBOUND-WEST VIEW,,0,193284908,shp-8-62,1,1
13947010,61C,4,OUTBOUND-HOMESTEAD VIA OAKLAND,,0,192490201,shp-61C-51,1,1
11819020,6,1,OUTBOUND-NORTHVIEW HEIGHTS,,0,193133502,shp-6-09,1,1
11535080,83,3,OUTBOUND-WHARTON SQ VIA OAKLAND,,0,192779708,shp-83-51,1,1
9407020,41,1,INBOUND-DOWNTOWN,,1,192709402,shp-41-01,1,1
11269080,31,3,INBOUND-DOWNTOWN,,1,192882508,shp-31-01,1,1
7850070,54,2,OUTBOUND-BON AIR VIA POLISH HILL,,0,193314607,shp-54-52,1,1
7065080,44,3,OUTBOUND-ST CLAIR,,0,192889408,shp-44-16,1,1
8786080,61B,3,OUTBOUND-BRADDOCK HILLS SHOPPING CENTER,,0,192792508,shp-61B-51,1,1
4895070,57,2,INBOUND-DOWNTOWN,,1,192472207,shp-57-01,1,1
1009080,44,3,OUTBOUND-ST CLAIR,,0,192889508,shp-44-16,1,1
6201070,15,2,OUTBOUND-NORTH VIEW HEIGHTS - SUMMER HILL,,0,193298707,shp-15-51,1,1
1396020,77,1,OUTBOUND-CCAC BOYCE,,0,192651102,shp-77-74,1,1
4629020,61B,1,INBOUND-DOWNTOWN,,1,192448402,shp-61B-02,1,1
7269010,16,4,OUTBOUND-AVALON LOOP,,0,193276701,shp-16-56,1,1
4053070,13,2,OUTBOUND-WEST VIEW,,0,193295407,shp-13-69,1,1
10802010,27,4,INBOUND-DOWNTOWN,,1,192747401,shp-27-01,1,1
11592070,29,2,OUTBOUND-PITTSBURGH TECHNICAL COLLEGE,,0,192736407,shp-29-01,1,1
6408020,51,1,INBOUND-DOWNTOWN,,1,192431802,shp-51-01,1,1
2858020,41,1,INBOUND-DOWNTOWN,,1,192709702,shp-41-01,1,1
6626020,16,1,INBOUND-DOWNTOWN,,1,193165902,shp-16-13,1,1
495080,12,3,INBOUND-DOWNTOWN,,1,193290808,shp-12-01,1,1
10483020,40,1,INBOUND-DOWNTOWN,,1,193154202,shp-40-07,1,1
11443070,88,2,INBOUND-DOWNTOWN,,1,192662807,shp-88-09,1,1
1578010,79,4,OUTBOUND-WILKINSBURG STATION,,0,192692201,shp-79-64,1,1
3954020,8,1,OUTBOUND-WEST VIEW,,0,193160902,shp-8-63,1,1
13592020,7,1,INBOUND-DOWNTOWN,,1,193139102,shp-7-01,1,1
4194020,44,1,OUTBOUND-NORTH BALDWIN,,0,192721402,shp-44-17,1,1
